play_id,played_at,artist_name,track_name,genre,country,device,skipped,minutes played 
185,2024-02-23,Orquesta Bellavista,Broken Weather,Latin,Colombia,phone,0,4.21
1755,2025-08-28,Glass Tram,Salt Lines,Electronic,Germany,speaker,0,4.76
1094,2024-12-20,Glass Tram,Broken Lines,ELECTRONIC,Germany,LAPTOP,0,6.54
1372,2025-03-24,The Slow Ferry,Iron Weather,Indie,Ireland,speaker,0,2.67
1266,14-02-2025,The Quiet Wires,Golden Season,Rock,United States,,0,2.12
82,21/01/2024,Kito Ndungu,Amber Kitchen,afrobeat,Kenya,speaker,0,3.15
201,2024-03-01,DJ Kompas,Quiet Orbit,electronic,Netherlands,LAPTOP,1,0.91
1096,21/12/2024,Sara Lindqvist,Midnight Orbit,POP,Sweden,phone,1,1.32
1806,15/09/2025,Pale Cartography,Open Orbit,Folk,Canada,laptop ,0,4.81
1322,2025-03-11,The Paper Kites Society,Amber Window,Indie,Australia,speaker,1,0.66
812,2024-10-01,Fjord & Flint,Blue Avenue,Folk,Norway,tablet,0,3.19
1032,2024-11-30,Sara Lindqvist,Northern Radio,Pop,Sweden,phone,1,0.96
807,29-09-2024,Selva Alta,Harbour Lines,Latin,Peru,phone,0,5.11
274,2024-03-22,Northern Signal,Bright Avenue,electronic,Norway,car,0,6.49 min
393,2024-04-27,Tundra Post,Paper Ferry,Electronic,Iceland,laptop,0,5.92
545,2024-06-17,Velvet Aqueduct,Velvet Ferry,ROCK,Italy,speaker,0,7.53
2073,30-11-2025,Rosewood Lane,Paper Mornings,Folk,United Kingdom,speaker,0,3.69
701,2024-08-28,Basement Cartography,Broken Kitchen,Indie,Canada,laptop,0,2.2
847,2024-10-09,Pale Cartography,Bright Tape,folk,Canada,laptop,0,4.29
158,2024-02-14,Fjord & Flint,Open Orbit,Folk,Norway,laptop,0,3.56
1904,19/10/2025,Sara Lindqvist,Golden Harbour,,Sweden,laptop,0,
2136,2025-12-17,DJ Kompas,Golden Weather,Electronic,Netherlands,phone,0,6.32 min
1174,15/01/2025,Glass Tram,Broken Mornings,Electronic,Germany,tablet,0,4.37
1028,2024-11-29,Luz de Enero,Paper Window,Latin,Spain,car,0,2.52
1476,2025-04-29,DJ Kompas,Hollow Radio,Electronic,Netherlands,phone,0,4.68
1129,2025-01-02,Fjord & Flint,Blue Ferry,Folk,Norway,PHONE,0,0.77
2032,2025-11-20,DJ Kompas,Golden Weather,Electronic,Netherlands,tablet,0,8.74
172,2024-02-17,Glass Tram,Salt Lines,Electronic,Germany,LAPTOP,0,6.95
802,2024-09-26,Mireille Basset,Harbour Machines,JAZZ,France,phone,0,5.62 min
115,2024-01-31,Neon Harbour,Blue Traffic,Electronic,Netherlands,laptop,0,3.39
1421,2025-04-11,Luz de Enero,Static Traffic,Latin,Spain,phone,0,3.69
872,17-10-2024,Hertz Garden,Blue Harbour,Electronic,Germany,phone,0,5.67
455,2024-05-16,Sara Lindqvist,Golden Harbour,Pop,Sweden,speaker,0,4.14
1059,2024-12-09,Yuki Tanaka Trio,Winter Parade,jazz,Japan,phone,0,6.75
699,2024-08-27,Sara Lindqvist,Broken Kitchen,Pop,Sweden,PHONE,1,0.19
772,2024-09-18,Mireille Basset,Harbour Window,Jazz,France,car,1,0.88
646,2024-08-03,Glass Tram,Broken Lines,Electronic,Germany,SPEAKER,0,4.9
686,2024-08-20,Nora Whitlock,Golden Tape,Pop,United States,laptop,0,
1624,2025-06-19,Sara Lindqvist,Electric Weather,pop,Sweden,laptop ,0,3.74
67,2024-01-17,Basement Cartography,Iron Traffic,Indie,Canada,tablet,0,3.20
548,2024-06-19,Glass Tram,Broken Lines,Electronic,Germany,tablet,0,6.96 min
1074,2024-12-12,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,laptop,0,4.18
44,2024-01-13,Sara Lindqvist,Slow Mornings,Pop,Sweden,laptop,0,2.84
1983,08/11/2025,Sara Lindqvist,Golden Harbour,POP,Sweden,car,0,5.22
1642,2025-06-29,The Quiet Wires,Golden Wires,Rock,United States,speaker,0,4.48
39,11-01-2024,Glass Tram,Broken Mornings,ELECTRONIC,Germany,speaker,0,6.36
323,2024-04-02,The Paper Kites Society,Velvet Wires,INDIE,Australia,speaker,0,6.12
1455,2025-04-23,The Quiet Wires,Harbour Orbit,Rock,United States,laptop,0,5.66
2122,2025-12-14,Fjord & Flint,Golden Garden,folk,Norway,phone,0,4.81
93,2024-01-24,Brannon Hill,Northern Machines,FOLK,Ireland,laptop,0,2.37
875,2024-10-17,Glass Tram,Amber Ferry,Electronic,Germany,phone,0,7.68
698,2024-08-27,Fjord & Flint,Summer Wires,Folk,Norway,phone,1,0.77
1049,2024-12-06,Northern Signal,Amber Rooms,Electronic,Norway,PHONE,0,7.1
2102,09/12/2025,Basement Cartography,Summer Orbit,Indie,Canada,speaker,0,4.85
817,2024-10-02,Glass Tram,Amber Ferry,Electronic,Germany,CAR,1,0.69
1472,2025-04-28,Kito Ndungu,Summer Machines,afrobeat,Kenya,laptop,0,0.4
700,28-08-2024,Sara Lindqvist,Golden Harbour,POP,Sweden,car,0,2.53
522,2024-06-08,Kito Ndungu,Northern Rooms,Afrobeat,Kenya,laptop ,0,
2078,2025-12-01,DJ Kompas,Harbour Kitchen,Electronic,Netherlands,LAPTOP,0,
1409,2025-04-03,Brannon Hill,Midnight Kitchen,folk,Ireland,laptop ,0,3.66
1303,04-03-2025,Sara Lindqvist,Broken Kitchen,Pop,Sweden,phone,0,4.55 min
549,2024-06-19,Kito Ndungu,Hollow Weather,afrobeat,Kenya,tablet,0,4.88
140,2024-02-09,Brannon Hill,Northern Machines,  Folk ,Ireland,phone,0,4.95
1043,2024-12-04,Kanto Kids,Slow Machines,Pop,Philippines,PHONE,1,0.22
2037,2025-11-21,Lagos Tape Club,Velvet Avenue,Afrobeat,NA,laptop,1,0.56
745,09/09/2024,Bright Utility,Salt Season,Indie,United Kingdom,speaker,0,4.56 min
404,30/04/2024,Sara Lindqvist,Midnight Orbit,POP,Sweden,phone,0,5.02
31,2024-01-07,Fjord & Flint,Open Orbit,Folk,Norway,speaker,0,2.75
1392,2025-03-29,Lagos Tape Club,Hollow Ferry,AFROBEAT,Nigeria,speaker,0,3.03
1337,2025-03-15,Fjord & Flint,Northern Avenue,FOLK,Norway,laptop,1,1.04
232,2024-03-09,Orquesta Bellavista,Broken Weather,Latin,Colombia,phone,0,3.73
1358,2025-03-19,Lagos Tape Club,Hollow Ferry,AFROBEAT,Nigeria,speaker,0,5.09
532,2024-06-12,Luz de Enero,Velvet Harbour,latin,Spain,PHONE,0,5.12
1270,2025-02-17,Lagos Tape Club,Velvet Avenue,Afrobeat,Nigeria,phone,1,0.46
1148,2025-01-07,Northern Signal,Golden Machines,Electronic,Norway,phone,0,6.86
2035,2025-11-20,Mireille Basset,Blue Window,Jazz,France,LAPTOP,1,2.67
1628,2025-06-21,Sara Lindqvist,Quiet Harbour,POP,Sweden,speaker,0,4.64
1041,2024-12-04,Hollow Pines,Winter Traffic,Folk,United States,laptop,0,2.14
861,2024-10-14,Kito Ndungu,Salt Ferry,  Afrobeat ,Kenya,,1,0.49
338,2024-04-07,Selva Alta,Open Orbit,Latin,Peru,laptop,0,2.34
107,2024-01-29,Selva Alta,Harbour Lines,Latin,Peru,laptop,0,1.85
43,12/01/2024,Sara Lindqvist,Summer Tape,pop,Sweden,phone,1,0.41
1812,17/09/2025,Bright Utility,Winter Window,Indie,United Kingdom,laptop,0,5.41
1665,2025-07-11,Nora Whitlock,Northern Machines,Pop,United States,car,0,3.43
1852,2025-10-03,Northern Signal,Bright Avenue,electronic,Norway,speaker,0,4.6
236,2024-03-10,Selva Alta,Electric Letters,  Latin ,Peru,laptop,0,2.5
1226,2025-02-01,Hertz Garden,Northern Kitchen,Electronic,Germany,tablet,0,3.99
444,2024-05-12,Neon Harbour,Paper Ferry,  Electronic ,Netherlands,car,0,6.42
219,2024-03-06,Fjord & Flint,Summer Wires,Folk,Norway,laptop,0,4.51
1700,2025-07-29,Rosewood Lane,Paper Mornings,folk,United Kingdom,laptop,0,
1260,2025-02-13,Mireille Basset,Midnight Traffic,JAZZ,France,car,0,8.88
11,2024-01-03,DJ Kompas,Midnight Weather,ELECTRONIC,Netherlands,phone,0,4.3
1258,2025-02-12,Lagos Tape Club,Velvet Avenue,afrobeat,Nigeria,phone,0,3.65
534,2024-06-13,Luz de Enero,Static Machines,latin,Spain,laptop,0,2.86
241,2024-03-12,Yuki Tanaka Trio,Winter Parade,  Jazz ,Japan,laptop,0,9.38
691,2024-08-22,Glass Tram,Broken Mornings,  Electronic ,Germany,phone,0,5.85
1205,2025-01-25,Fjord & Flint,Midnight Kitchen,Folk,Norway,speaker,0,2.84
636,2024-07-28,Cassette Revival,Salt Season,Indie,France,phone,1,0.52
1065,2024-12-10,Luz de Enero,Harbour Season,Latin,Spain,phone,0,4.23
2028,2025-11-18,Luz de Enero,Northern Ferry,Latin,Spain,laptop,0,2.94
2170,2025-12-27,The Quiet Wires,Quiet Machines,Rock,United States,,0,5.49
2091,2025-12-05,Glass Tram,Broken Mornings,Electronic,Germany,speaker,0,2.79
468,2024-05-21,Static Meadow,Winter Mornings,Rock,United States,laptop,0,5.33
573,27/06/2024,Pale Cartography,Open Season,Folk,Canada,laptop,0,5.01
1381,2025-03-26,Kanto Kids,Broken Weather,Pop,Philippines,phone ,1,0.9
377,2024-04-21,Sara Lindqvist,Quiet Harbour,  Pop ,Sweden,car,0,5.03
779,2024-09-20,Lagos Tape Club,Open Radio,Afrobeat,Nigeria,speaker,1,0.95
173,2024-02-17,Fjord & Flint,Blue Avenue,folk,Norway,phone,0,4.41
92,2024-01-23,Fjord & Flint,Summer Wires,Folk,Norway,laptop,0,4.32
1865,06/10/2025,Basement Cartography,Paper Kitchen,Indie,Canada,phone,0,4.02
551,19/06/2024,Sara Lindqvist,Slow Mornings,Pop,Sweden,laptop,0,4.69
2025,2025-11-18,Lagos Tape Club,Open Radio,Afrobeat,NA,LAPTOP,0,5.26
164,15/02/2024,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,phone,0,4.14
1552,2025-05-21,Static Meadow,Bright Traffic,Rock,United States,speaker,0,3.56
1161,2025-01-12,Brannon Hill,Bright Mornings,Folk,Ireland,phone,0,4.14
1600,2025-06-06,Northern Signal,Electric Avenue,Electronic,Norway,phone ,0,6.11
612,2024-07-17,Sara Lindqvist,Broken Kitchen,Pop,Sweden,phone,0,3.66
463,2024-05-18,DJ Kompas,Quiet Orbit,Electronic,Netherlands,phone,0,8.4
648,2024-08-05,DJ Kompas,Golden Weather,Electronic,Netherlands,laptop,0,5.49
1741,2025-08-20,Luz de Enero,Summer Rooms,Latin,Spain,phone,0,5.52
320,2024-04-01,Glass Tram,Amber Ferry,Electronic,Germany,LAPTOP,0,5.73
1156,10-01-2025,Glass Tram,Amber Ferry,Electronic,Germany,laptop,0,3.79 min
1103,2024-12-24,Glass Tram,Broken Mornings,Electronic,Germany,speaker ,1,1.81
1236,05/02/2025,Fjord & Flint,Blue Avenue,Folk,Norway,speaker,0,6.46
1753,2025-08-27,Basement Cartography,Paper Kitchen,Indie,Canada,LAPTOP,0,
584,02/07/2024,Fjord & Flint,Blue Avenue,Folk,Norway,phone,0,3.28
1067,2024-12-10,Basement Cartography,Blue Traffic,,NA,laptop,0,4.92
121,2024-02-01,Fjord & Flint,Broken Radio,Folk,Norway,car,0,6.33
746,2024-09-10,Fjord & Flint,Blue Ferry,Folk,Norway,phone,0,6.67
2168,2025-12-26,The Long Commute,Winter Traffic,Indie,Netherlands,phone,0,5.86
355,2024-04-13,The Long Commute,Midnight Radio,Indie,Netherlands,phone ,0,4.2
301,2024-03-27,The Tuesday Club,Amber Harbour,Pop,United Kingdom,phone,0,3.58
904,23/10/2024,DJ Kompas,Hollow Radio,Electronic,Netherlands,phone,0,6.99
2089,2025-12-05,Casa Tropicana,Blue Machines,LATIN,Cuba,phone,0,4.1
1823,2025-09-21,Luz de Enero,Northern Ferry,Latin,Spain,laptop,0,4.25
387,2024-04-26,DJ Kompas,Quiet Orbit,ELECTRONIC,Netherlands,TABLET,0,6.75
257,19/03/2024,Basement Cartography,Iron Traffic,Indie,Canada,phone,1,
37,2024-01-10,The Paper Kites Society,Electric Lines,Indie,Australia,speaker,0,3.72
1564,2025-05-25,Lagos Tape Club,Open Radio,Afrobeat,Nigeria,CAR,0,4.89
1030,2024-11-30,Cassette Revival,Slow Signal,Indie,France,phone,1,0.36
1120,2024-12-30,Hertz Garden,Paper Signal,Electronic,Germany,phone,0,6.7
1006,2024-11-22,DJ Kompas,Quiet Orbit,Electronic,Netherlands,PHONE,0,8.3
1249,09/02/2025,Lagos Tape Club,Winter Rooms,Afrobeat,Nigeria,tablet ,0,5.82
1071,12/12/2024,The Slow Ferry,Winter Weather,  Indie ,Ireland,LAPTOP,0,2.5
1770,05/09/2025,Mireille Basset,Harbour Machines,Jazz,France,LAPTOP,0,
1519,10-05-2025,Yuki Tanaka Trio,Golden Window,  Jazz ,Japan,car,0,9.37
1567,26/05/2025,Circuit Sparrow,Slow Parade,ELECTRONIC,Japan,phone,0,5.79
1808,2025-09-16,Sara Lindqvist,Golden Harbour,Pop,Sweden,PHONE ,0,6.05
429,2024-05-07,Marta Oliveira,Static Wires,Jazz,Portugal,CAR,1,1.39
925,2024-10-29,DJ Kompas,Paper Rooms,Electronic,Netherlands,phone,0,7.21
1468,25/04/2025,Fjord & Flint,Blue Ferry,Folk,Norway,laptop,0,3.46
1082,2024-12-15,Pale Cartography,Winter Weather,FOLK,Canada,laptop,0,
1557,2025-05-22,Fjord & Flint,Midnight Kitchen,Folk,Norway,phone,0,3.95
579,2024-06-30,Salon Mécanique,Golden Tape,Jazz,Belgium,phone,0,7.88
1847,2025-10-01,Lagos Tape Club,Open Radio,afrobeat,Nigeria,laptop ,0,0.58
1039,2024-12-02,Pale Cartography,Winter Weather,Folk,Canada,speaker,0,4.69
1752,2025-08-26,Glass Tram,Broken Lines,Electronic,Germany,laptop,0,3.07
1940,2025-10-29,Nora Whitlock,Northern Rooms,POP,United States,PHONE ,0,3.92
46,2024-01-13,Northern Signal,Electric Avenue,Electronic,Norway,SPEAKER ,0,5.15
1942,2025-10-29,Luz de Enero,Paper Window,  Latin ,Spain,LAPTOP,0,1.86
442,2024-05-11,Basement Cartography,Iron Traffic,Indie,Canada,phone,1,1.08
255,2024-03-17,Hertz Garden,Broken Kitchen,Electronic,Germany,phone,1,0.24
1139,2025-01-05,Hollow Pines,Bright Garden,folk,United States,laptop,0,4.60
2148,21-12-2025,Rosewood Lane,Golden Letters,,United Kingdom,laptop ,0,2.32
1902,2025-10-18,Glass Tram,Broken Lines,Electronic,Germany,phone,0,7.66
1080,2024-12-14,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,phone,0,5.95
974,2024-11-13,Brannon Hill,Bright Mornings,Folk,Ireland,phone ,0,3.74
1368,2025-03-23,Fjord & Flint,Summer Wires,FOLK,Norway,speaker,1,1.19
165,2024-02-15,Glass Tram,Broken Mornings,Electronic,Germany,laptop,0,4.41
611,2024-07-17,Fjord & Flint,Open Orbit,Folk,Norway,laptop,1,0.73
1493,2025-05-03,Yuki Tanaka Trio,Harbour Season,Jazz,Japan,tablet,0,8.28
963,2024-11-09,Glass Tram,Amber Ferry,Electronic,Germany,speaker,0,7.42
322,2024-04-02,The Quiet Wires,Quiet Machines,Rock,United States,PHONE,0,5.47
2166,2025-12-26,Fjord & Flint,Blue Ferry,Folk,Norway,phone,0,5.57
2031,20/11/2025,Northern Signal,Salt Lines,Electronic,Norway,,0,4.32
1926,2025-10-24,DJ Kompas,Paper Signal,,Netherlands,PHONE,0,4.56
351,12/04/2024,Rosewood Lane,Golden Garden,Folk,United Kingdom,speaker,0,1.08
1360,2025-03-20,Luz de Enero,Velvet Harbour,LATIN,Spain,speaker,1,0.4
1846,2025-09-30,The Tuesday Club,Open Lines,Pop,United Kingdom,CAR,0,3.67
985,2024-11-15,Casa Tropicana,Harbour Orbit,latin,Cuba,phone,0,5.19
1097,21/12/2024,Hollow Pines,Bright Garden,Folk,United States,speaker,0,2.66
2172,2025-12-28,Yuki Tanaka Trio,Golden Window,Jazz,Japan,speaker ,0,6.88
1549,2025-05-19,The Paper Kites Society,Amber Window,INDIE,Australia,phone,0,6.06
368,18-04-2024,Fjord & Flint,Golden Garden,Folk,Norway,car,0,3.07
21,2024-01-05,Yuki Tanaka Trio,Northern Lines,jazz,Japan,phone,0,9.19
464,18-05-2024,Pale Cartography,Open Orbit,FOLK,Canada,phone,0,3.8
113,2024-01-30,Hertz Garden,Broken Kitchen,Electronic,Germany,laptop,1,2.47
1562,2025-05-24,Glass Tram,Broken Mornings,Electronic,Germany,speaker,1,0.37
1380,2025-03-25,The Slow Ferry,Iron Weather,indie,Ireland,laptop,0,4.45
942,2024-11-02,Lagos Tape Club,Velvet Avenue,Afrobeat,Nigeria,laptop,0,2.57
1244,08/02/2025,Kito Ndungu,Bright Weather,AFROBEAT,Kenya,tablet,0,5.62
1327,2025-03-12,Brannon Hill,Bright Mornings,Folk,NA,phone,0,1.95
2087,2025-12-04,Northern Signal,Salt Lines,Electronic,Norway,car,0,3.44
2049,2025-11-23,Yuki Tanaka Trio,Northern Window,Jazz,Japan,speaker,0,3.64
1162,2025-01-12,Sara Lindqvist,Golden Harbour,pop,Sweden,SPEAKER,0,1.58
184,2024-02-23,Sara Lindqvist,Northern Radio,Pop,Sweden,phone,0,3.89
1498,2025-05-04,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,phone,0,4.90
1259,2025-02-12,Mireille Basset,Midnight Traffic,Jazz,France,speaker,0,5.64
240,2024-03-11,Static Meadow,Amber Tape,Rock,United States,SPEAKER,0,5.15
874,2024-10-17,Orquesta Bellavista,Velvet Garden,Latin,Colombia,phone,0,2.58
1517,10/05/2025,DJ Kompas,Paper Signal,  Electronic ,Netherlands,PHONE,0,7.02 min
1905,2025-10-19,Northern Signal,Amber Lines,Electronic,Norway,speaker,0,4.64
1300,2025-03-02,DJ Kompas,Bright Ferry,Electronic,Netherlands,phone,0,4.68
20,2024-01-05,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,phone,0,3.8
471,2024-05-22,Kito Ndungu,Northern Rooms,Afrobeat,Kenya,phone,0,1.57
1317,2025-03-08,Bright Utility,Bright Letters,Indie,NA,phone,0,5.01
1336,2025-03-14,Fjord & Flint,Broken Radio,FOLK,Norway,laptop,0,3.92
916,2024-10-27,The Paper Kites Society,Hollow Letters,Indie,Australia,speaker ,0,5.86
252,2024-03-16,Glass Tram,Salt Lines,Electronic,Germany,phone,0,4.47
506,2024-05-31,DJ Kompas,Electric Mornings,ELECTRONIC,Netherlands,speaker,0,7.3
1427,13/04/2025,Fjord & Flint,Northern Avenue,Folk,Norway,laptop,0,1.02
1385,2025-03-27,Sara Lindqvist,Golden Harbour,Pop,Sweden,phone,0,0.77 min
1946,29/10/2025,Brannon Hill,Midnight Kitchen,folk,Ireland,phone ,0,1.33
879,2024-10-18,Sara Lindqvist,Electric Weather,pop,Sweden,phone,0,4.03
116,31/01/2024,Fjord & Flint,Broken Radio,FOLK,Norway,phone,0,2.79
373,2024-04-20,Glass Tram,Amber Ferry,Electronic,Germany,car,0,5.64
2093,2025-12-05,Sara Lindqvist,Quiet Harbour,Pop,Sweden,phone,0,3.43
774,2024-09-18,Fjord & Flint,Blue Traffic,FOLK,Norway,phone,1,0.85
1605,2025-06-09,Luz de Enero,Static Machines,Latin,Spain,SPEAKER,0,0.4
1494,2025-05-03,Sara Lindqvist,Midnight Orbit,Pop,Sweden,SPEAKER,0,4.04
912,2024-10-26,Fjord & Flint,Northern Avenue,Folk,Norway,PHONE,0,4.63
1880,2025-10-12,Lagos Tape Club,Velvet Avenue,Afrobeat,Nigeria,speaker,1,0.59 min
500,30/05/2024,Marta Oliveira,Paper Avenue,Jazz,Portugal,speaker,0,8.18
962,2024-11-09,DJ Kompas,Paper Rooms,Electronic,Netherlands,car,0,4.5
5,2024-01-01,Basement Cartography,Summer Season,Indie,Canada,laptop,0,2.16
1673,2025-07-16,Glass Tram,Broken Lines,electronic,Germany,car,0,4.64
1795,12-09-2025,Glass Tram,Broken Lines,electronic,Germany,phone,0,3.75
606,14-07-2024,The Slow Ferry,Amber Mornings,Indie,NA,phone,0,4.08
1804,2025-09-15,Glass Tram,Amber Ferry,,Germany,laptop,0,4.18
1364,2025-03-21,DJ Kompas,Hollow Radio,Electronic,Netherlands,PHONE ,0,6.55
595,2024-07-06,Static Meadow,Open Rooms,Rock,United States,speaker ,0,5.46 min
2146,2025-12-21,Marta Oliveira,Static Wires,Jazz,Portugal,phone,0,6.92
1083,2024-12-16,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,speaker,0,5.12
1232,2025-02-03,Bright Utility,Winter Window,Indie,United Kingdom,laptop,1,0.95
1850,2025-10-02,Yuki Tanaka Trio,Winter Parade,Jazz,Japan,phone,1,0.3
2020,17/11/2025,Glass Tram,Broken Mornings,ELECTRONIC,NA,phone,0,7.06
411,2024-05-02,The Tuesday Club,Broken Harbour,Pop,United Kingdom,SPEAKER,0,4.74
403,2024-04-30,The Slow Ferry,Velvet Season,Indie,Ireland,phone,0,4.08
1976,2025-11-06,Mireille Basset,Static Signal,Jazz,France,speaker,0,5.48
2036,20/11/2025,DJ Kompas,Golden Weather,Electronic,Netherlands,speaker,0,7.81
213,2024-03-05,Lagos Tape Club,Hollow Ferry,Afrobeat,Nigeria,phone,0,3.19
702,2024-08-28,DJ Kompas,Electric Mornings,Electronic,Netherlands,car,0,4.68
13,2024-01-03,Glass Tram,Broken Lines,Electronic,Germany,speaker,0,10.77
1166,12/01/2025,The Long Commute,Midnight Weather,Indie,Netherlands,phone,1,1.02
187,24/02/2024,Basement Cartography,Velvet Kitchen,Indie,Canada,phone,0,4.52
1951,2025-10-30,Brannon Hill,Electric Parade,folk,Ireland,laptop,0,5.89
1444,18/04/2025,The Paper Kites Society,Slow Rooms,Indie,Australia,phone,0,4.42
978,2024-11-14,Fjord & Flint,Blue Avenue,Folk,Norway,phone,0,4.0
1657,2025-07-07,Marta Oliveira,Paper Avenue,JAZZ,Portugal,phone,0,9.95
250,2024-03-15,Static Meadow,Bright Traffic,Rock,United States,speaker,0,2.94
334,2024-04-06,Nora Whitlock,Northern Machines,Pop,United States,PHONE,0,5.14
405,30/04/2024,Lagos Tape Club,Open Radio,  Afrobeat ,Nigeria,phone,1,0.77
540,2024-06-15,The Quiet Wires,Golden Wires,rock,United States,speaker,0,2.91
273,2024-03-22,Bright Utility,Broken Machines,Indie,United Kingdom,laptop,0,5.01
2,01/01/2024,Basement Cartography,Summer Season,Indie,Canada,laptop,0,2.42
222,07/03/2024,Static Meadow,Broken Season,Rock,United States,tablet,0,3.55
1321,2025-03-10,Fjord & Flint,Midnight Kitchen,FOLK,Norway,phone,0,6.63
129,03-02-2024,Selva Alta,Electric Letters,LATIN,Peru,phone,0,3.81
1027,29-11-2024,DJ Kompas,Hollow Radio,ELECTRONIC,Netherlands,car,0,
1242,2025-02-08,Fjord & Flint,Blue Ferry,Folk,NA,phone,0,1.26
781,2024-09-20,DJ Kompas,Paper Rooms,Electronic,Netherlands,car,0,4.81
510,2024-06-02,The Slow Ferry,Amber Garden,Indie,Ireland,phone,0,2.86
1180,2025-01-17,Luz de Enero,Paper Window,latin,Spain,LAPTOP,1,1.26
1095,2024-12-21,The Paper Kites Society,Amber Window,Indie,Australia,SPEAKER,0,5.99
1593,2025-06-04,Lagos Tape Club,Velvet Avenue,AFROBEAT,Nigeria,phone,0,2.08
119,31/01/2024,DJ Kompas,Paper Rooms,Electronic,Netherlands,phone,0,7.03
342,2024-04-09,The Slow Ferry,Amber Garden,Indie,Ireland,phone,0,3.18
1482,2025-04-30,Basement Cartography,Broken Kitchen,Indie,Canada,SPEAKER,0,3.26
839,2024-10-07,DJ Kompas,Harbour Kitchen,electronic,Netherlands,phone,0,4.13
1948,30/10/2025,Glass Tram,Broken Lines,Electronic,Germany,phone,0,3.3
1454,2025-04-23,Luz de Enero,Paper Window,Latin,Spain,phone,0,3.69
908,2024-10-25,Glass Tram,Salt Lines,electronic,Germany,speaker,0,5.37
629,2024-07-24,Sara Lindqvist,Golden Harbour,pop,Sweden,laptop ,0,3.57
1490,02/05/2025,Sara Lindqvist,Midnight Orbit,Pop,Sweden,LAPTOP,0,2.18
1326,2025-03-12,Lagos Tape Club,Winter Rooms,AFROBEAT,Nigeria,speaker,0,4.72
801,2024-09-26,The Long Commute,Hollow Mornings,indie,Netherlands,LAPTOP,0,4.87
2103,2025-12-09,Salon Mécanique,Open Season,Jazz,Belgium,,0,7.03
2161,2025-12-25,Kito Ndungu,Amber Kitchen,Afrobeat,Kenya,PHONE,1,0.17
89,23/01/2024,Yuki Tanaka Trio,Northern Window,Jazz,Japan,phone,0,5.92
1002,22/11/2024,Glass Tram,Broken Mornings,Electronic,Germany,phone,0,8.68
208,2024-03-02,Yuki Tanaka Trio,Golden Machines,  Jazz ,Japan,PHONE,0,
921,2024-10-28,Casa Tropicana,Blue Machines,Latin,NA,phone,0,2.66
1010,24/11/2024,Lagos Tape Club,Hollow Ferry,  Afrobeat ,Nigeria,laptop,0,5.59
1952,2025-10-30,Glass Tram,Broken Mornings,electronic,Germany,speaker,0,7.52
1874,2025-10-10,Sara Lindqvist,Electric Weather,Pop,Sweden,phone,0,3.45
1443,2025-04-17,DJ Kompas,Midnight Weather,ELECTRONIC,Netherlands,laptop,0,6.89
292,25-03-2024,Kito Ndungu,Salt Ferry,Afrobeat,Kenya,phone ,0,2.69
1554,2025-05-21,Luz de Enero,Harbour Season,  Latin ,Spain,PHONE,0,7.08
1814,2025-09-19,DJ Kompas,Midnight Weather,Electronic,Netherlands,laptop,0,5.44
725,2024-09-05,Sara Lindqvist,Quiet Harbour,pop,Sweden,laptop,0,1.86
1793,2025-09-10,The Slow Ferry,Iron Weather,Indie,Ireland,phone,0,6.09
99,2024-01-26,Rosewood Lane,Summer Signal,Folk,United Kingdom,laptop,0,2.67
1373,2025-03-24,Glass Tram,Broken Lines,Electronic,Germany,phone,0,5.11
86,2024-01-22,Sara Lindqvist,Golden Harbour,Pop,Sweden,phone,0,1.28
2026,2025-11-18,Lagos Tape Club,Open Radio,AFROBEAT,Nigeria,laptop,0,5.09
1077,2024-12-13,Glass Tram,Salt Lines,Electronic,Germany,laptop,1,0.42
768,2024-09-18,The Tuesday Club,Northern Ferry,Pop,United Kingdom,speaker,1,0.39
1175,2025-01-16,Sara Lindqvist,Northern Radio,POP,Sweden,,0,3.1 min
1731,2025-08-14,The Tuesday Club,Salt Wires,POP,United Kingdom,tablet,0,1.88
2117,13/12/2025,DJ Kompas,Paper Signal,ELECTRONIC,Netherlands,phone,0,5.94
1606,10/06/2025,Cassette Revival,Harbour Wires,INDIE,France,laptop,0,4.99
1955,2025-10-31,Luz de Enero,Paper Window,Latin,Spain,laptop,0,3.86
750,2024-09-13,Static Meadow,Amber Tape,Rock,United States,car ,0,2.51
1889,2025-10-14,Fjord & Flint,Broken Radio,Folk,Norway,laptop,0,
1978,2025-11-07,Brannon Hill,Northern Machines,folk,Ireland,,1,
2046,2025-11-23,Marta Oliveira,Static Wires,JAZZ,Portugal,PHONE,0,6.12
137,2024-02-08,Yuki Tanaka Trio,Harbour Season,JAZZ,Japan,phone,0,7.27
1152,2025-01-09,Fjord & Flint,Blue Ferry,Folk,Norway,laptop,0,4.27
2055,2025-11-26,DJ Kompas,Midnight Weather,Electronic,Netherlands,speaker,0,5.65
449,2024-05-13,DJ Kompas,Harbour Kitchen,  Electronic ,Netherlands,phone,0,4.22
